Company_Name,Sector,Stage,Location,What_it_does,Funding_Amount($),Year,Investor,Redistributed_sector
moEVing,Logistics,Seed,Gurugram,"Delivering clean, cost-effective and efficient mobility solutions.",1000000.0,2021,Inflection Point Ventures,Transport
WeWork India,Hospitality,Seed,Bangalore,"Transform buildings into beautiful, collaborative workspaces and provide infrastructure, services, events and tech",26000000.0,2021,Inflection Point Ventures,Health & Medical
Solethreads,Fashion,Series A,Gurugram,SOLETHREADS is a ‘Made in India’ footwear brand that’s creating a flip flop revolution.,1000000.0,2021,"DSG Consumer Partners, Saama Capital",E-Commerce & Retail
Beldara,E-commerce,Series A,Mumbai,"BELDARA.COM IS A GLOBAL B2B marketplace, enables businesses to sell worldwide.",7400000.0,2021,Hindustan Media Ventures,Others
CredFlow,FinTech,Seed,New Delhi,CredFlow provides financial solutions to automate your cashflows.,2000000.0,2021,"Stellaris Venture Partners, Omidyar Network India, Flourish Ventures",Finance
Do Your Thng,Marketing,Seed,Gurugram,World's first shared economy platform for digital assets.,1500000.0,2021,"Angelbay Holdings, Faad Network",Media & Advertising
Oye Rickshaw,Transportation,Seed,Gurugram,Oye Rickshaw is an electric vehicle energy solutions company that connects people with public transportation using a booking app.,3000000.0,2021,"Alteria Capital, Chiratae Ventures",Transport
Legitquest,LegalTech,Seed,New Delhi,LegitQuest is a legal-tech company that operates a legal research platform with Indian case laws.,600000.0,2021,"WaterBridge Ventures, Info Edge",Others
Swiggy,Food delivery,Seed,Bangalore,Swiggy is an on-demand food delivery platform that brings food from neighborhood restaurants directly to customers' doors.,800000000.0,2021,"Carmignac, Falcon Edge Capital",Others
AntWak,EdTech,Seed,Bangalore,AntWak provides a video platform for e-learning service.,3000000.0,2021,"Vaibhav Domkundwar, Kunal Shah",Education
PlayShifu,EdTech,Series B,Bangalore,PlayShifu is an EdTech startup that offers teaching/learning tools for kids (4-12 years of age).,17000000.0,2021,"Chiratae Ventures, Bharat Innovation Fund",Education
Pitstop,Automotive,Pre Series B,Bangalore,Pitstop offers general repair and maintenance services for cars through its doorstep service vehicles.,3500000.0,2021,"Acko Technology, Services, LetsVenture",Transport
Lendingkart,FinTech,Debt,Gujarat,Lendingkart is an online financing company dedicated to help entrepreneurs and small businesses with Working Capital Loans.,15000000.0,2021,"Bertelsmann India Investments, Fullerton Financial Holdings",Finance
CRED,FinTech,Series D,Bangalore,CRED is a members-only credit card management and bill payments platform that rewards users every time they pay their credit card bills.,215000000.0,2021,"Dragoneer Investment Group, Tiger Global Management",Finance
Karnival,SaaS startup,Seed,Bangalore,A SAAS platform for retailers and brands to create wonderful post purchase customer journeys using smart receipts technology,2500000.0,2021,http://100x.vc/,Technology & IT
PharmEasy,HealthTech,Series E,Mumbai,"PharmEasy is a health tech startup offering services such as teleconsultation, medicine deliveries, and diagnostic test sample collection.",350000000.0,2021,"TPG Growth, Caisse de Depot et Placement du Quebec",Health & Medical
WESS,Renewable Energy,Seed,Mumbai,Waaree is India's Largest Solar Module Manufacturer & fastest growing EPC company with Presence across 68 countries.,2000000.0,2021,Centrum Financial Services,Energy & Environmental
ShopSe,FinTech,Seed,Mumbai,Make purchases online or at neighborhood store in easy EMIs through ShopSe.,5500000.0,2021,"Chiratae Ventures, BEENEXT",Finance
Fantasy Akhada,Fantasy sports,Seed,Gurugram,Fantasy Akhada offers fantasy sports platform for cricket and football.,600000.0,2021,Harsha Bhogle,Others
Rage Coffee,Food & Beverages,Pre Series A,New Delhi,Rage Coffee is infused with plant based vitamins. These 100% natural extracts are typically found in foods.,3000000.0,2021,"GetVantage, Prakash Katama",Food & Beverage
Groww,FinTech,Series D,Bangalore,Groww is an investment platform that offers a new way of investing money with stockbroking and direct mutual funds.,83000000.0,2021,"Tiger Global Management, Y Combinator Continuity Fund",Finance
Avanti Finance,FinTech,Series A,Bangalore,Avanti Finance lends relatively large but trust-based loans without formal credit footprint.,26000000.0,2021,Michael & Susan Dell Foundation,Finance
Kudos,FinTech,Pre Series A,Pune,"Kudos is a full stack NBFC, a digital lending engine with an in-built API lending protocol layer of over 20+ API’s.",3000000.0,2021,Marquee fintech founders,Finance
OfBusiness,FinTech,Pre Series A,Gurugram,OfBusiness is a financing platform that offers smart financing to SMEs.,110000000.0,2021,"Falcon Edge India, Norwest Venture Partners",Finance
Superpro.ai,Video communication,Seed,Bangalore,Enabling independent professionals to bring offline consulting online with AI,3000000.0,2021,"SOSV, Omphalos Ventures India",Others
ShareChat,Social Media,Seed,Bangalore,ShareChat is a social networking and regional content platform.,500000000.0,2021,"Twitter Ventures, Pawan Munjal",Technology & IT
WiT-ACE,Skill development,Seed,Gurugram,"Offer accelerated career experiences for women by Enabling, Engaging & Employing them to be in decision making roles.",1000000.0,2021,CitiusTech,Others
Spinny,Retail,Series C,Gurugram,Spinny is a used car buying platform enabling trustworthy and hassle-free transactions.,65000000.0,2021,"Arena Holdings, Think Investments",E-Commerce & Retail
Alteria Capital,FinTech,Debt,Mumbai,Alteria Capital is a Venture debt firm .,150000000000.0,2021,Inflection Point Ventures,Finance
Safexpay,FinTech,Debt,Thane,SafexPay is set up with the aim to build digital payments businesses and channel platforms encompassing payment gateways,6000000.0,2021,"T Choithrams BVI, Ardor",Finance
PumPumPum,Rental,Pre Series A,Gurugram,Pumpumpum is a car rental company.,700000.0,2021,"Kogta Financial India Limited, ICICI Bank",Others
Speciale Invest,FinTech,Pre Series A,Bangalore,Speciale Invest is an early stage investor focusing on Tech-driven/Deep-tech ventures.,10000000.0,2021,Inflection Point Ventures,Finance
Eunimart,E-commerce,Pre Series A,Hyderabad,Eunimart is a one stop solution for merchants to create a difference by selling globally.,700000.0,2021,"SucSEED Venture Partners, TMT Connekt",Others
Meesho,E-commerce,Pre Series A,Bangalore,Meesho operates as an online reselling platform that enables anyone to start a business without investment.,300000000.0,2021,"SAIF Partners, Venture Highway",Others
CareerLabs,EdTech,Pre Series A,Bangalore,"Aim to help students become future-ready, setting them on a path to success that suits them best.",2200000.0,2021,Global Founders Capital,Education
Uable,EdTech,Pre Series A,Bangalore,Uable are on a bold mission to redefine the future for millions of teenagers around the world.,35000000.0,2021,"JAFCO Asia, Chiratae Ventures",Education
Zoko,Tech Startup,Seed,Bangalore,"Zoko makes it easy for businesses to do Sales, Marketing & Customer Support on WhatsApp.",140000000.0,2021,Y Combinator,Others
GetWork,Recruitment,Seed,Gurugram,GetWork is a campus recruiting platform to post your jobs and hire across dozens of colleges at once.,200000.0,2021,Artha Venture Fund,Human Resources
Easebuzz,E-commerce,Series A,Pune,Easebuzz is an easy to use portal which allows you to start an online business and sell your favorite products with a free online store.,4000000.0,2021,"Jitendra Gupta, Amrish Rau",Others
Chingari,Social Media,Series A,Bangalore,Chingari operates as a short video platform.,13000000.0,2021,"FJ Labs, Brian Norgard",Technology & IT
DusMinute,Retail,Pre Series A,Bangalore,DusMinute aims to transform how communities live by giving them access to world-class amenities at their doorstep.,1100000.0,2021,Indian Angel Network,E-Commerce & Retail
Onsurity,HealthCare,Pre Series A,Bangalore,Onsurity is an employee healthcare platform providing a monthly healthcare membership with group health insurance to emerging businesses.,3000000.0,2021,"Jitendra Gupta, Harsh Shah",Others
Karbon Card,FinTech,Pre Series A,Bangalore,Prime objective is to empower Indian startups by creating the right financial products starting with a high-limit corporate credit card with unlimited benefits,3000000.0,2021,Y Combinator,Finance
Factors.AI,SaaS startup,Pre Series A,Bangalore,"Factors.AI is a Marketing Analytics platform providing sophisticated omnichannel, every-touch attribution technology and unparalleled performance insights for Marketers",2000000.0,2021,"Elevation Partners, Emergent Ventures",Technology & IT
Elevar,Sports,Pre Series A,Mumbai,"A Revolutionary Sports Brand, Engineered For Those Who Want More.",2000000.0,2021,"Kalaari Capital, Dream Capital",Sports & Fitness
Studio Sirah,Computer Games,Pre Series A,Bangalore,Studio Sirah is founded with a belief in the increasing sophistication of the Indian gamer and the whitespace of midcore India-first games.,800000.0,2021,Lumikai,Others
OTO Capital,FinTech,Pre Series A,Mumbai,The Future Of Vehicle Ownership!,6000000.0,2021,Matrix Partners India,Finance
1Bridge,Consumer Goods,Pre Series A,Bangalore,"Village Commerce Network - Bridging Aspirations, Creating Opportunities, Bringing Prosperity & Abundance to our village",2500000.0,2021,C4D Partners,Others
Skeps,FinTech,Pre Series A,Gurugram,"A blockchain products company, developing a proprietary product in the FinTech space",9500000.0,2021,Bertelsmann India,Finance
Curefoods,Food & Beverages,Pre Series A,Bangalore,Healthy & nutritious foods and cold pressed juices produced in Edinburgh. Currently distributing wholesale within the Edinburgh region.,13000000.0,2021,"Iron Pillar, Nordstar, Binny Bansal",Food & Beverage
TartanSense,Information Technology,Pre Series A,Bangalore,TartanSense unlocks value for small farm holders by working at the intersection of robotics and AI assisted computer vision.,5000000.0,2021,"FMC, Omnivore, Blume Ventures",Technology & IT
Bewakoof,Apparel & Fashion,Pre Series A,Mumbai,"Bewakoof is a lifestyle fashion brand that makes creative, distinctive fashion for the trendy, contemporary Indian.",8000000.0,2021,InvestCorp,E-Commerce & Retail
Kirana247,Logistics & Supply Chain,Pre Series A,New Delhi,An on-demand FMCG supply chain company leveraging a deep tech-enabled micro warehousing model to serve Kirana stores.,1000000.0,2021,Inflection Point Ventures,Transport
FanPlay,Computer Games,Pre Series A,Bangalore,A real money game app specializing in trivia games,1200000.0,2021,"Pritesh Kumar, Bharat Gupta",Others
NeoDocs,Healthtech,Pre Series A,Mumbai,"Neodocs is a part of India's prominent Social Impact Accelerator program, AISEA.",3000000.0,2021,"Y Combinator, 9Unicorns, Titan Capital",Others
IsGoingOnline,Retail,Pre Series A,Cochin,Kochi-based digital catalogue and marketplace IsGoingOnline,200000.0,2021,"Unicorn India Ventures, SEA Fund, Devdatt Shah",E-Commerce & Retail
Camp K12,EdTech,Pre Series A,Gurugram,"Camp K12 is a global online school for 21st century skills, teaching Coding and other STEAM subjects to kids age 6-18 via LIVE, interactive, gamified online sessions",12000000.0,2021,"Matrix Partners India, Elevation Capital",Education
Elda Health,Healthcare,Pre Series A,Bangalore,"Elda Health is a digital wellness platform that understands women intimately and offers a holistic wellness solution through physical, mental and social interventions.",1500000.0,2021,"Avaana Capital, Orios Ventures",Others
Sporjo,SportsTech,Pre Series A,Mumbai,A one stop destination to build a successful career in the Indian sports industry!,2000000.0,2021,Punit Balan,Sports & Fitness
Advantage Club,HRTech,Pre Series A,Mumbai,"Advantage Club is India's largest employee engagement platform, Provide end to end employee benefit management with state of the art products like:",1700000.0,2021,"Y Combinator, Broom Ventures, Kunal Shah",Human Resources
SuperGaming,Gaming,Pre Series A,Pune,"At SuperGaming, building India's best gaming company.",5500000.0,2021,"Skycatcher, AET Fund, BAce Capital, Dream Incubator, 1Up Ventures",Sports & Fitness
Ruptok,FinTech,Pre Series A,New Delhi,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .",1000000.0,2021,Eclear Leasing,Finance
TartanSense,Information Technology,Series A,Bangalore,TartanSense unlocks value for small farm holders by working at the intersection of robotics and AI assisted computer vision.,5000000.0,2021,"FMC, Omnivore, Blume Ventures",Technology & IT
Kirana247,Logistics & Supply Chain,Pre Series A,New Delhi,An on-demand FMCG supply chain company leveraging a deep tech-enabled micro warehousing model to serve Kirana stores.,1000000.0,2021,Inflection Point Ventures,Transport
NeoDocs,Healthtech,Pre-Seed,Mumbai,"Neodocs is a part of India's prominent Social Impact Accelerator program, AISEA.",3000000.0,2021,"Y Combinator, 9Unicorns, Titan Capital",Others
IsGoingOnline,Retail,Pre Series A,Cochin,Kochi-based digital catalogue and marketplace IsGoingOnline,200000.0,2021,"Unicorn India Ventures, SEA Fund, Devdatt Shah",E-Commerce & Retail
Camp K12,EdTech,Series A,Gurugram,"Camp K12 is a global online school for 21st century skills, teaching Coding and other STEAM subjects to kids age 6-18 via LIVE, interactive, gamified online sessions",12000000.0,2021,"Matrix Partners India, Elevation Capital",Education
Elda Health,Healthcare,Seed,Bangalore,"Elda Health is a digital wellness platform that understands women intimately and offers a holistic wellness solution through physical, mental and social interventions.",1500000.0,2021,"Avaana Capital, Orios Ventures",Others
Sporjo,SportsTech,Pre Series A,Mumbai,A one stop destination to build a successful career in the Indian sports industry!,2000000.0,2021,Punit Balan,Sports & Fitness
SuperGaming,Gaming,Series A,Pune,"At SuperGaming, building India's best gaming company.",5500000.0,2021,"Skycatcher, AET Fund, BAce Capital, Dream Incubator, 1Up Ventures",Sports & Fitness
O’ Be Cocktails,Wine & Spirits,Series A,Bangalore,India’s first and only Ready to Drink Premium Cocktails.,400000.0,2021,"First Cheque, Letsventure",Others
Zetwerk,Mechanical & Industrial Engineering,Series E,Bangalore,ZETWERK is a universal manufacturing network powered by new-age technology.,150000000.0,2021,Inflection Point Ventures,Manufacturing & Industrial
AppsForBharat,Spiritual,Seed,Bangalore,"A mission to assist a billion Indians in their spiritual journey and help them feel happier, peaceful & more content.",4000000.0,2021,"Sequoia Capital India, BEENEXT",Others
Imagimake,Consumer Goods,Seed,Mumbai,"Imagimake – one of the fastest growing and most innovative start-up in the field of Toys, Games & Artist Supplies.",3000000.0,2021,Velocity,Others
Khatabook,Financial Services,Series C,Bangalore,Khatabook is the world's fastest-growing Saas company. It has become India's leading business management app for MSMEs with 50M+ downloads in a remarkably short period of time.,100000000.0,2021,"Tribe Capital, Moore Strategic Ventures (MSV)",Finance
Smytten,Consumer Goods,Series A,Gurugram,India's largest premium discovery and trial platform!,6000000.0,2021,Fireside Ventures,Others
Syook,Industrial Automation,Series A,Bangalore,Syook is building the next generation enterprise IOT platform.,1000000.0,2021,"Inflection Point Ventures, ONGC",Manufacturing & Industrial
Akudo,FinTech,Pre-Seed,Bangalore,Akudo is pioneering the concept of Learning-First Banking for Teenagers.,3000000.0,2021,"Y Combinator, Incubate Fund India",Finance
NOTO,Consumer Goods,Pre Series A,Mumbai,"A healthy, low-calorie ice cream for the millennial Indian with an incurable sweet tooth.",500000.0,2021,"Titan Capital, Rockstud Capital,  John Abraham, WEH Ventures",Others
Lumiq,Information Technology,Seed,Noida,Help enterprises monetize their data and reinvent the digital transformation journey.,2000000.0,2021,Info Edge Ventures,Technology & IT
CommerceUp,Information Technology,Seed,Gurugram,Grow and manage ecommerce business from single dashboard,3000000.0,2021,NB Ventures,Technology & IT
Breathe Well-being,Health,Series A,Gurugram,"Help people to prevent, manage or reverse Type 2 Diabetes through our clinically proven digital program.",5500000.0,2021,Accel,Others
Hike,Information Technology,Series A,New Delhi,Hike is an Indian AI-led Unicorn startup that is committed to building a new social future.,3000000.0,2021,"Binny Bansal, Kunal Shah",Technology & IT
House of Kieraya,Lifestyle,Series A,Bangalore,"House of Kieraya, well-known for furniture and lifestyle rental brand ?Furlenco",15000000.0,2021,TradeCred,Fashion & Beauty
goEgoNetwork,Automotive,Series A,Pune,"goEgo is a complete E Mobility charging solution, that combines engagement, rewards & adoption through a mix of online and offline channels.",2000000.0,2021,Inflection Point Ventures,Transport
Probus,IoT,Bridge,New Delhi,"A mission to increase the per capita consumption of electricity in India by 10X, which is presently 1/3 of global average- by reducing the distribution losses in Indian electricity distribution grid.",500000.0,2021,Unicorn India Ventures,Technology & IT
DrinkPrime,Consumer Goods,Bridge,Bangalore,India's Smartest Water Purifiers and are redefining water purifier ownership.,1000000.0,2021,"UC Inclusive Credit, Western Capital",Others
Smart Express,Logistics,Seed,Mumbai,India’s Most Innovative and Awarded Express Logistics Company.,10000000.0,2021,"IIFL India Private Equity Fund, Smiti Holding & Trading Company",Transport
Smallcase,FinTech,Series C,Bangalore,Smallcase is a new way to invest in the stock markets.,40000000.0,2021,Faering Capital,Finance
SATYA MicroCapital,Banking,Series C,New Delhi,Satya MicroCapital Limited is a Delhi based NBFC serving low income entrepreneurs in rural and urban areas.,10000000.0,2021,"responsAbility Investments, Blue Orchard",Finance
Snack Amor,Food & Beverages,Series C,Mumbai,"Snack Amor aims is to offer a healthy, natural and tasty snacking experience to its customers.",3000000.0,2021,"Sanchit Agarwal, Sujan Sinha, Michael Cooke",Food & Beverage
Postman,Computer software,Series D,Bangalore,Postman is the collaboration platform for API development.,225000000.0,2021,"CRV, Nexus Venture Partners",Others
Hashnode,Computer software,Series A,Bangalore,The easiest way to start a blog on personal domain for free & connect with the readers through our dev community,6700000.0,2021,"Salesforce Ventures, Sierra Ventures, Sequoia Capital India’s Surge",Others
RACEnergy,Automotive,Seed,Hyderabad,RACEnergy is working to power the future of mobility through clean and efficient technologies.,1300000.0,2021,"Micelio Fund, growX ventures",Transport
BharatPe,FinTech,Debt,New Delhi,The vision to make financial inclusion a reality for Indian merchants.,20000000.0,2021,"IIFL Wealth, Asset Management, Northern Arc Capital",Finance
Gyde,Computer software,Seed,Pune,"Gyde is a SAAS product that enables enterprises & SAAS companies to guide their application (web & mobile) users with step-by-step voice assistance, byte-sized training videos & rich help articles.",250000.0,2021,"Better Capital, Ashish Achrekar",Others
BatteryPool,Automotive,Seed,Pune,Building the Operating System for managing Electric Vehicles in fleets.,3000000.0,2021,IAN,Transport
AgNext,AgriTech,Series A,Chandigarh,"AgNext is a fast-growing AgTech company that aims to solve quality and trust in food value chains by making them safer, transparent and fairer.",21000000.0,2021,Alpha Wave Incubation,Agriculture
Xpresslane,Tech startup,Pre-Seed,Bangalore,"Xpresslane makes checkout fast and easy. With a unified identity across all e-commerce merchants, it brings efficiency and perfection in the overall checkout experience of the user.",400000.0,2021,"Point One Capital, Yatra Angel Network (YAN), Opus Consulting, Manipal Technologies.",Others
LoanKuber,Digital mortgage,Pre Series A,New Delhi,LoanKuber is the lowest cost lender to Yest-to be Bankable - enabling borrowing with trust and confidence.,1200000.0,2021,Inflection Point Ventures,Others
OYO,Hospitality,Series F,Gurugram,OYO is a global travel tech company that connects its patrons and guests.,5000000.0,2021,Microsoft,Health & Medical
Rapido,Information Technology & Services,Series F,Bangalore,Rapido is a bike taxi service spread widely across all of India from Tier 1 to Tier 3 cities.,52000000.0,2021,"Shell Ventures, Yamaha, Kunal Shah",Technology & IT
YPay,FinTech,Series F,Noida,YPay Card is the new way to manage money.,400000.0,2021,We Founder Circle,Finance
SleepyCat,Furniture,Series F,Mumbai,An online sleep solutions company that believes in delivering luxurious sleep to everyone.,3800000.0,2021,"Saama Capital, DSG Consumer Partners, Sharrp Ventures",E-Commerce & Retail
Ultrahuman,Healthcare,Series F,Bangalore,Ultrahuman is a global health and fitness platform that aids our user to achieve their true physical and mental potential.,17500000.0,2021,Tiger Global’s Scott Schleifer,Others
UpScalio,E-commerce,Series F,Gurugram,"UpScalio is India’s next generation, data-driven consumer goods company.",42000000.0,2021,Inflection Point Ventures,Others
Yellow Class,EdTech,Series F,Gurugram,"Yellow Class is a new-age fun-learning platform where kids between 2-12 years can learn from a wide range of classes like dancing, drawing, personality development, creative writing and so on",6000000.0,2021,Elevation Capital,Education
Yojak,B2B marketplace,Series F,Gurugram,India’s first B2B online marketplace for building material.,3800000.0,2021,Info Edge Ventures,Others
CreatorStack,Computer software,Series F,Bangalore,Helping creators globally to engage deeply with their fans and communities,2000000.0,2021,Accel,Others
Expertrons,EdTech,Series F,Mumbai,The world's largest AI Videobot platform providing futuristic solutions for businesses & colleges and employment,2300000.0,2021,"Venture Catalysts, Auxano Capital, Venture Garage, Yoga Capital, Ah!Ventures, Lead Angels",Education
Rage Coffee,Food & Beverages,Series F,New Delhi,"Rage Coffee is a digitally native FMCG company that manufactures, markets & distributes innovative coffee products.",5000000.0,2021,Sixth Sense Ventures,Food & Beverage
Klub,Financial Services,Series F,Bangalore,Klub was founded with the vision of revolutionizing growth capital for Asia’s most loved brands.a,20000000.0,2021,"9Unicorns, Sequoia Capital India’s Surge",Finance
Navia Life Care,Healtcare,Series F,New Delhi,Navia Life Care is a health technlogy company with a special focus on patient care.,1000000.0,2021,"Anicut Angel Fund, 9 Unicorns",Others
1K Kirana Bazaar,Retail,Series F,Gurugram,India's First and Largest Network of Small-Town Kirana Stores,7000000.0,2021,"Info Edge, FalconEdge",E-Commerce & Retail
Zupee,Gaming,Series F,Gurugram,"Mission to improve people’s lives by improving their learning ability, skills and mental aptitude through scientifically designed mental exercises, applications",30000000.0,2021,"WestCap Group, Tomales Bay Capital",Sports & Fitness
Locale.ai,Location Analytics,Series F,Bangalore,Location Analytics for Companies With Moving Assets and Ground Operations.,1000000.0,2021,"Chiratae Ventures, Better Capital",Technology & IT
VerSe Innovation,Media,Series F,Bangalore,"The core of the company (VerSe Innovation), is the idea that technology can help bridge the digital divide.",450000000.0,2021,"Siguler Guff, Baillie Gifford",Media & Advertising
MetroRide,Transportation,Series F,Bangalore,"Urban Mobility Affordable, Punctual & Sustainable.",3000000.0,2021,Inflection Point Ventures,Transport
Miko,Consumer Electronics,Series F,Mumbai,"Miko is an advanced robotics startup founded by three IIT Bombay post-graduates on the pillars of robotics, AI & IoT.",28000000.0,2021,"IIFL AMC, Mankind Pharma Family Office, Aroa Ventures",Others
Whiz League,EdTech,Series F,New Delhi,Revolutionizing learning experience that goes beyond academia,300000.0,2021,ITI Growth Opportunities,Education
Hash,Tobacco,Series F,New Delhi,Hash is a new startup in consumer goods.,3500000.0,2021,Amrac Investment Trust,Others
Unacademy,EdTech,Series F,Bangalore,Unacademy aims to build the world's largest online knowledge repository for multi-lingual education.,3000000.0,2021,Bhavin Turakhia,Education
Log 9 Materials,Deeptech,Series A,Bangalore,Log9 Materials is on a mission to make global energy 100% clean.,8500000.0,2021,Amara Raja Batteries,Others
upGrad,EdTech,Series A,Mumbai,"upGrad is India’s largest online higher education company providing programs in Data Science, Technology, Management and Law, to students, working professionals and enterprises.",25000000.0,2021,India Infoline Finance,Education
FlashPrep,EdTech,Pre-Seed,Bangalore,FlashPrep is the smart way to master learning.,500000.0,2021,Venture Highway,Education
Kenko Health,Insuretech,Pre Series A,Mumbai,"A unique healthcare financing solution focusing on ROI, affordability and superior customer experience",1700000.0,2021,"BEENEXT, Orios",Others
Wiz Freight,Logistics & Supply Chain,Seed,Chennai,"Wiz is a tech-enabled freight forwarding platform. We make global shipping efficient, hassle-free and highly visible for businesses.",3500000.0,2021,Axilor,Transport
Credgenics,Financial Services,Series A,New Delhi,Credgenics is India’s first of it's kind NPA resolution platform backed by credible investors including Accel Partners and Titan Capital.,25000000.0,2021,"Westbridge Capital, Tanglin Venture Partners",Finance
BlueLearn,EdTech,Pre-Seed,Goa,"Building India's largest student community. Learn, network, and grow together with 40,000+ students!",400000.0,2021,"100X.VC﻿,﻿ Titan Capital, Rahul Mathur, Gaurav Mandlecha",Education
NimbleBox.ai,MLOps platform,Seed,Chennai,A full-stack MLOps platform built to create & launch multi-cloud apps on the cloud,1000000.0,2021,Venture Catalysts,Others
Pickrr,Logistics & Supply Chain,Series B,Gurugram,India's 1st Virtual Logistics solution catering to Global Brands/SMEs/Online sellers/AmazonSellers,12000000.0,2021,"IIFL, Amicus Capital, Ananta Capital",Transport
Stellaris Venture Partners,Venture Capital,Series B,Bangalore,Early-stage tech VC in India.,225000000.0,2021,Inflection Point Ventures,Finance
Grip Invest,Financial Services,Series A,Gurugram,"Grip offers investment opportunities to invest in physical assets leased to corporates, to earn fixed monthly returns.",3000000.0,2021,"Venture Highway, Endiya Partners",Finance
Heads Up For Tails,Pet care,Series A,New Delhi,"A one stop shop for all pet products with paw prints all across India, we design, manufacture and customize stylish",37000000.0,2021,"Verlinvest, Sequoia Capital India",Others
Blue Tokai Coffee Roasters,Food & Beverages,Pre Series B,New Delhi,"Source, roast, and brew India's best single-origin Arabica coffee.",2000000.0,2021,Anicut Angel Fund,Food & Beverage
Neeman,Consumer Goods,Series A,Hyderabad,India's first Startup to use the world's most revolutionary Natural & Renewable fibers in Footwear,2000000.0,2021,Sixth Sense Ventures,Others
BharatPe,FinTech,Series E,New Delhi,"BharatPe launched India’s first UPI interoperable QR code, first ZERO MDR payment acceptance service, and first UPI payment backed merchant cash advance service.",370000000.0,2021,Tiger Global,Finance
GoSats,FinTech,Seed,Bangalore,GoSats is a bitcoin stacking app that lets users earn bitcoin cashbacks when they shop with our partnered merchants.,700000.0,2021,"Alphabit Fund, Fulgur Ventures, Stacks Accelerator, SBX Capital",Finance
StockGro,FinTech,Pre Series A,Bangalore,Making Investment Social- India's First Social Trading Platform,5000000.0,2021,"Roots Ventures, Velo Partners",Finance
Onsurity,Healthcare,Series A,Bangalore,"Onsurity is a HealthTech & Employee Benefits organization, disrupting the SME and startup healthcare market with technology and innovation!",16000000.0,2021,Nexus Venture Partners,Others
Khabri,Media,Pre Series A,Gurugram,Khabri is India’s fastest growing vernacular audio platform targeted at next billion internet users.,2000000.0,2021,Inflection Point Ventures,Media & Advertising
Celcius,Logistics,Pre Series A,Mumbai,Celcius is a asset light startup with a web and app based SaaS platform which brings the complete cold chain solution network ONLINE,500000.0,2021,"Mumbai Angels Network, Huddle, Lumis Partners",Transport
AyuRythm,Healthcare,Seed,Bangalore,AyuRythm is the world's first completely digital solution for personalized holistic wellness based on Ayurvedic principles.,3000000.0,2021,SucSEED Indovation Fund,Others
Enguru,EdTech,Pre Series A,Bangalore,Enguru provides a personalized & gamified English learning solution to prepare young adults for the workplace.,3000000.0,2021,"Potencia Ventures, Bisk Ventures, LetsVenture, Ronnie Screwvala, Arihant Patni",Education
Rocket Skills,EdTech,Pre-Seed,Gurugram,Rocket Skills is the #1 Platform for learning skills which will bring a high positive impact on your business and life skills.,200000.0,2021,"Better Capital, First Cheque, Titan Capital",Education
RenewBuy,FinTech,Series C,Gurugram,"Simplify insurance and aim to take it to the last Indian, through our digitally enabled POSP advisors.",10000000.0,2021,Evolvence Capital,Finance
Faarms,AgriTech,Seed,Bangalore,FAARMS™ is a new age digital platform which aims to offer a one-stop solution to farmers.,2000000.0,2021,Inflection Point Ventures,Agriculture
UrbanMatrix Technologies,Drone,Seed,Chennai,Helping Industries & Organizations to seamlessly adopt drones in their workflow to elevate efficiency & profitability,100000.0,2021,SARA ELGI,Others
Jupiter,Banking,Series B,Mumbai,"A digital banking experience that keeps pace with you, and helps master money too.",44000000.0,2021,"Nubank, Global Founders Capital, Sequoia Capital India, Matrix Partners India",Finance
Pixuate,Deeptech,Seed,Bangalore,"Pixuate enables intelligent business process automation through advanced computer vision, AI and machine learning.",1000000.0,2021,SucSEED Indovation Fund,Others
Playo,SportsTech,Pre Series A,Bangalore,Playo is a one stop destination app for all things sports,500000.0,2021,ah! Ventures High Tables,Sports & Fitness
Toothsi,Health,Series B,Mumbai,India’s first and largest at home smile makeover service using invisible aligners.,20000000.0,2021,"Eight Roads Ventures, Think Investments, Mankekar Family Office",Others
Soothe Healthcare,Consumer Goods,Series C,New Delhi,"Soothe is a consumer goods company engaged in manufacture, marketing & distribution of Personal Hygiene products.",10000000.0,2021,A91 Partners,Others
Goodmeetings,Computer software,Series A,Bangalore,AI-Based Platform Built Exclusively for Remote Selling,1700000.0,2021,Chiratae Ventures,Others
Apnaklub,Wholesale,Seed,Bangalore,Apnaklub is India's most trusted wholesale platform that empowers people to set up their own retail and sales businesses by providing better-than-industry margins,3500000.0,2021,Sequoia’s Surge,Others
ChefKart,Consumer Goods,Pre-Seed,Gurugram,"ChefKart is an end to end kitchen aide that plans, shops and cooks for you in your home kitchen.",300000.0,2021,"Lead Angels, Titan Capital, Pravega Ventures",Others
Fashinza,Apparel & Fashion,Series A,Gurugram,A new-age supply chain and product development platform for the fashion industry.,20000000.0,2021,"Accel Partners, Elevation Capital",E-Commerce & Retail
Fabheads,Industrial Automation,Pre Series A,Chennai,Fabheads is a hardware startup creating automation equipment to manufacture high-end carbon fiber parts.,3000000.0,2021,"Inflection Point Ventures, Rockstud Capital, FirstPort Capital, Bliss Flow Investments Pvt Ltd",Manufacturing & Industrial
